"UUID","Database ID","Title","Alternative Title","Contributor","Date","Date Start","Date End","Language","Description","Note","Subject Topical","Subject Name","Subject Geographic","Subject Temporal","Subject Title","Resource Type","Genre","Identifier BNumber","Identifier Accession Number","Identifier Call Number","Identifier ISBN","Identifier ISSN","Identifier Interview ID","Identifier Postcard ID","Identifier LCCN","Identifier OCLC/RLIN","Physical Description Extent","Physical Description Form","Publisher","Place Of Publication","Number of Items","Digital Collections URL"
"5ae10330-382c-0131-ca58-58d385a7b928",41002,"Thehouse in good taste.","","De Wolfe, Elsie, 1865-1950","1913",1913,"","English","","General Note: Illustrated with photographs in color and black and white.","Interior decoration","","","","","","","b13932282","","3-MLO (Mendl, E. D. W. House in good taste. 1913)","","","","","","","6 p. ℓ., 3-322 p. incl. front. (port.) plates (part col.) 23 cm.","","The Century Co.","New York",1,"http://digitalcollections.nypl.org/collections/5ae10330-382c-0131-ca58-58d385a7b928"
"4471f3a0-4be5-0131-008d-58d385a7b928",41022,"Theart of drawings on stone...","","Hullmandel, Charles Joseph, 1789-1850","1824",1824,"","","","","","","","","","","","b13996456","","MDP (Hullmandel, C. Art of drawings on stone)","","","","","","","92 p. 4to.","","C. Hullmandel","London",1,"http://digitalcollections.nypl.org/collections/4471f3a0-4be5-0131-008d-58d385a7b928"
"fde42230-5ba4-0131-4e20-58d385a7b928",41053,"Daphnis et Chloé","Daphnis et Chloé / [d'après la traduction de J. Amyot, revue, corrigée et complétée par Paul-Louis Courier. Lettre de Paul-Louis Courier à M. Renouard, libraire, sur une tache faite à un manuscrit de florence.] Compositions de Raphaël Collin, gravées à l'eau-forte par Champollion. Préface de Jules Clarétie.","Longus | Amyot, Jacques, 1513-1593 | Champollion, Eugène-André, 1848-1901 | Courier, Paul-Louis, 1772-1825 | Claretie, Jules, 1840-1913 | Collin, Louis Joseph Raphael, 1850-1916","1890",1890,"","French","","Note: no. 21 of fifty copies on Japan paper.","Romances, Byzantine","","","","","","","b16833796","","Spencer Coll. French 1890+","","","","","","","6 p.l., viii, 190 p., 1 l., 12 pl. 94 extra pl. 4̕.","","H. Launette et Cie.","Paris",1,"http://digitalcollections.nypl.org/collections/fde42230-5ba4-0131-4e20-58d385a7b928"
"082139a0-5c5e-0131-26b7-58d385a7b928",41056,"ThePrinter's helper","","",1929,1929,1952,"English","","Note: Description based on: No. 43 (1932)","Printing--Periodicals","","","","","","Periodicals","b15479725","","*IPA (Kelsey Press Company, Meriden, Conn. Printer's helper)","","","","","","","nos. : ill. ; 28 cm.","","The Kelsey Press, Co.","Meriden, Conn.",1,"http://digitalcollections.nypl.org/collections/082139a0-5c5e-0131-26b7-58d385a7b928"
"7ae3d3e0-5ec1-0131-327b-58d385a7b928",41071,"A specimen of printing types","A specimen of printing types, by William Caslon, letter-founder, London.","Caslon, William, 1754-1833","1785",1785,"","English","","General Note: Five leaves of specimens, four of them headed ""Eliz. Caslon's new ... "" and notice of the purchase of the Chiswell street letter foundry and its continuation as Firm of Eliz. Caslon and co., 1 leaf, dated ""London, July 1799"" and signed in ms. ""Caslon & Catherwood,"" bound at end.","Printing | Type specimens","","","","","still image","type specimens | specimens","b14145830","","*KF 1785 (Caslon, H. W., & company, ltd., London. Specimen of printing types)","","","","","","25906270","51 l. 21.5 cm.","","Printed by Galabin and Baker","London",4,"http://digitalcollections.nypl.org/collections/7ae3d3e0-5ec1-0131-327b-58d385a7b928"
"83d86c30-61dc-0131-7f9f-58d385a7b928",41075,"Wiener strassenbilder im zeitalter des rokoko; die wiener ansichten von Schütz, Ziegler, Janscha 1779-1798; beschreibendes verzeichnis, eingeleitet und bearbeitet von Dr. Ignaz Schwarz; mit einem prolog von Rudolf Hans Bartsch ...","","Schwartz, Ignaz, 1867-","1914",1914,"","","","Note: Facsimile has title and text in German and French with title: Sammlung von 57 Aussichten der Residenzstadt Wien ... gezeichnet, und gestochen von Karl Schütz und von Johann Ziegler ... A Vienne, chez Artaria Comp.","Streets--Austria--Vienna","","","","","","","b13995422","","MDZ+ (Schwartz, I. Wiener Strassenbilder im Zeitalter des Rokoko)","","","","","","","xlvi, 101 p., 4 ℓ. illus., 57 pl (6 col.)","","Gilhofer","Wien",1,"http://digitalcollections.nypl.org/collections/83d86c30-61dc-0131-7f9f-58d385a7b928"
"b68de600-64f0-0131-2907-58d385a7b928",41090,"R. H. Burnside collection","","Burnside, R. H. (Robert Hubberthorne), 1873-1952",1905,1905,1952,"","Showman R.H. Burnside (1870-1952) was born in Glasgow to a theatrical family. His career began at London's Savoy Theatre in the 1880's where he worked backstage for the D'Oyly Carte Opera Company on its original productions of Gilbert and Sullivan operettas. After moving to America, Burnside staged over 200 shows during his career, including many musicals for which he wrote music, libretti and lyrics. He was most closely identified with his direction of the popular musical extravaganzas at N.Y.'s Hippodrome Theatre between 1908-1923.","Source Note: Approximately 100 plays by Burnside as sole or co-author donated with the Burnside papers may be found as bound typescripts in the Theatre Division. Search The New York Public Library Catalog using Burnside, R. H. as author","Musicals | Revues | Theater | New York (State) | New York | Production and direction","","","","","text | still image","Archival materials","b18358405","","*T-Mss 1952-002","","","","","","","34.4 linear feet (76 boxes)","","","",774,"http://digitalcollections.nypl.org/collections/b68de600-64f0-0131-2907-58d385a7b928"
"f4e42460-65de-0131-f0bc-58d385a7bbd0",41091,"Illustrated Sporting News","","",1903,1903,1906,"","","Date/Sequential Designation Note: Published May 16, 1903-Sept. 23, 1905.","Sports--Periodicals","","","","","text | still image","Periodicals","b15009638","","MVA++ (Illustrated Sporting News)","","","","","","","v. ill.","","","",3,"http://digitalcollections.nypl.org/collections/f4e42460-65de-0131-f0bc-58d385a7bbd0"
"736b0d50-699d-0131-a74e-58d385a7bbd0",41096,"Robert Southey collection of papers, 1793-1959 bulk (1798-1839).","","Southey, Robert, 1774-1843",1793,1793,1959,"English","This is a synthetic collection that includes manuscripts, correspondence, an undated commonplace book, and an undated notebook. The manuscripts consist of holograph poems and portions of novels. The correspondence includes letters from the author, dating from [1794] to 1839, to Joseph Cottle, John Abraham Heraud, Edward Moxon, Edith Fricker Southey, and others. Also present are letters relating to the author, dating from ca. 1816 to 1959, between various correspondents including Richard Brudenell Exton, Charles Southey, W. H. Somerton, Caroline Southey, Lord Ashley, earl of Shaftesbury, and others. There are letters to Southey from Joanna Baillie, George Howland Beaumont, George Canning, A. Anderson Feldborg, Samuel Carter Hall, Benjamin Robert Haydon, William Hayley, Charles Lamb, Walter Savage Landor, Robert Sheldon MacKenzie, Sir Walter Scott, Lord Ashley, earl of Shaftesbury, Caroline Bowles Southey, William Wordsworth, and others, dating from [1798] to 1839.","","","Southey, Robert, 1774-1843","","","","text","Correspondence | Manuscripts","b15922507","","Berg Coll MSS Southey","","","","","","","106 items.","","","",1,"http://digitalcollections.nypl.org/collections/736b0d50-699d-0131-a74e-58d385a7bbd0"
"6a6e8fc0-6c0f-0131-6fc7-58d385a7bbd0",41098,"Memoirs of Zehir-Ed-Din Muhammed Baber, emperor of Hindustan","Memoirs of Zehir-Ed-Din Muhammed Baber, emperor of Hindustan, written by himself, in the Jaghatai Turki, and tr., partly by the late John Leyden, partly by William Erskine, with notes and geographical and historical introduction: together with a map of the countries between the Oxus and Jaxartes, and a memoir regarding its construction, by Charles Waddington, of the East India company's engineers.","Babur, Emperor of Hindustan, 1483-1530 | Leyden, John, 1775-1811 | Erskine, William, 1773-1852","1826",1826,"","English","","","Mogul Empire--Kings and rulers--Biography","Babur, Emperor of Hindustan, 1483-1530","India--History--European settlements, 1500-1765","","","text | cartographic","memoirs","b14224899","","*OLO+ (Muḥammad Babar. Memoirs)","","","","","","","vii, lxix, 432, p., 1 ℓ. front. (fold. map) 28 x 22 cm.","","Longman, Rees, Orme, Brown, and Green; [etc., etc.]","London",1,"http://digitalcollections.nypl.org/collections/6a6e8fc0-6c0f-0131-6fc7-58d385a7bbd0"
