"UUID","Database ID","Title","Alternative Title","Contributor","Date","Date Start","Date End","Language","Description","Note","Subject Topical","Subject Name","Subject Geographic","Subject Temporal","Subject Title","Resource Type","Genre","Identifier BNumber","Identifier Accession Number","Identifier Call Number","Identifier ISBN","Identifier ISSN","Identifier Interview ID","Identifier Postcard ID","Identifier LCCN","Identifier OCLC/RLIN","Physical Description Extent","Physical Description Form","Publisher","Place Of Publication","Number of Items","Digital Collections URL"
"e21e8f80-c607-012f-cabd-58d385a7bc34",28134,"Hypnerotomachia Poliphili...","","Colonna, Francesco, d. 1527","1499-12",1499,"","Latin","","Source Note: The second title on l. 5a, line 5, has SANEQVE. In two paper copies examined, as in BMC IB.24500, the last two letters appear to have been erased and AM stamped in to read: SANEQVAM. The last leaf, with errata and colophon onthe recto, verso blank, is different printing from that inmost paper copies.","","","","","","text | still image","Illustrated books","b16832492","","Spencer Coll. Ital. 1499","","","","","","","234 l. illus. f̕.","","Aldus Manutius","Venice",2,"http://digitalcollections.nypl.org/collections/e21e8f80-c607-012f-cabd-58d385a7bc34"
"e3fb0d20-c607-012f-3a5c-58d385a7bc34",28137,"The Journal of Egyptian archaeology","","Egypt Exploration Society | Egypt Exploration Fund",1914,1914,"","English","","Numbering Peculiarities Note: Annual, 1976-","Antiquities","","Egypt","","","still image | text","Periodicals","b12963016","","*OBH+ (Journal of Egyptian archaeology)","","","","","","1641765","v. : ill., plates, facsims. ; 28 cm.","","Egypt Exploration Fund","London",1,"http://digitalcollections.nypl.org/collections/e3fb0d20-c607-012f-3a5c-58d385a7bc34"
"e54089a0-c607-012f-495c-58d385a7bc34",28139,"Church buildings","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"http://digitalcollections.nypl.org/collections/e54089a0-c607-012f-495c-58d385a7bc34"
"f2e3ee30-c607-012f-1e78-58d385a7bc34",28161,"Commentarii Academiae scientiarum imperialis Petropolitanae","","Imperatorskai͡a akademīi͡a nauk (Russia)",1728,1728,1751,"Latin","","Date/Sequential Designation Note: t. 1-14; 1726-1744/46.","Science | Periodicals | Societies, etc","","","","","text | still image | cartographic","Periodicals","b15997260","","Slav. Reserve (Akademiya nauk. Memoires. Ser. 1. Commentarii)","","","","","","1478761","14 v. plates, maps, tables, diagrs. 26 cm.","","Typis Academiae","Petropolis",1,"http://digitalcollections.nypl.org/collections/f2e3ee30-c607-012f-1e78-58d385a7bc34"
"f4346c70-c607-012f-0272-58d385a7bc34",28163,"Historie Van Barbaryen, En des zelfs Zee-Roovers. Behelzende een beschrijving van de Koningrijken en Steden Algiers, Tunis, Salé, en Tripoli ... In't Fransch beschreeven door den Eerwaardigen Vader Pieter Dan ... En in't Nederduitsch gebracht door G. v. Broekhuizen. Vervolgd met een Tweede Deel, Bevattende de Handelingen en Geschiedenissen tusschen den Staat der Vereenigde Nederlanden, en die van de Zee-Roovers in Barbaryen ... Door S. de Vries.","","Vries, S. de (Simon), b. 1630 | Hoorn, Jan Claesz ten, fl. 1671-1715 | Dan, Pierre, d. 1649 | Gallonyé | Broekhuizen, G. v. (Godofridus van)","1684",1684,"","Dutch","","General Note: ""Handelingen ... tusschen den Staet der Vereenighde Nederlanden En dien van de Zee-Roovers en Barbaryen ... Door S. de Vries"" has special t. p.","Slavery | Foreign relations | Pirates | History","","Africa, North | Netherlands | Mediterranean Sea","1517-1882","","still image | text","Books","b10637920","","*KB 1684 79-331","","","","","","NYPG804295461-B","488, [28], 178, [10], 36 [i. e. 46], [2] p. 25 plates (part fold.) 23 cm.","","Jan ten Hoorn, Boekverkoope","Tot Amsterdam",1,"http://digitalcollections.nypl.org/collections/f4346c70-c607-012f-0272-58d385a7bc34"
"f5809f70-c607-012f-faf7-58d385a7bc34",28165,"Jabez Fitch diary","","Fitch, Jabez, 1737-1812",1776,1776,1777,"English","Jabez Fitch (1737-1812) of Norwich, Connecticut and Hyde Park, Vermont, served as a soldier in the French and Indian War and the Revolutionary War. The Jabez Fitch diary, from 22 Aug. 1776 to 15 Dec. 1777, reflects his service as a lieutenant in the American army, and his experiences as a British prisoner during the Revolutionary War. Fitch was taken prisoner by the British at the Battle of Long Island, 27 Aug. 1776, and exchanged 15 Dec. 1777, after fifteen months and fifteen days in captivity, most of which time he was quartered at New Lots, Kings County, Long Island.","Publications About Described Materials Note: The diary is published in Sabine, William H. W., The New-York diary of Lieutenant Jabez Fitch of the 17th (Connecticut) Regiment from August 22, 1776 to December 15, 1777 (New York: Colburn & Tegg, 1954), along with the text of Fitch's narrative account of his imprisonment, and a bibliographical essay on Fitch's diaries and narrative","History | Prisoners and prisons","Fitch, Jabez, 1737-1812","United States","Revolution, 1775-1783","","text","diaries","b18150247","","MssCol 1016","","","","","","441991880","1 v. (ca. 500 p.) ; 18 cm.","","","",2,"http://digitalcollections.nypl.org/collections/f5809f70-c607-012f-faf7-58d385a7bc34"
"f6933360-c607-012f-cab8-58d385a7bc34",28167,"The pure oil news","","Pure Oil Company",1920,1920,1965,"English","","General Note: Monthly.","Gasoline","","","","","text | still image","Periodicals","b12329059","","TLNA+ (Pure Oil Company. Pure Oil News)","","","","","","28250064","v. : ill. ; 28 cm.","","Pure Oil Co.","Chicago, Il.",1,"http://digitalcollections.nypl.org/collections/f6933360-c607-012f-cab8-58d385a7bc34"
"f77e3cd0-c607-012f-821b-58d385a7bc34",28169,"Salesology","","",1923,1923,1928,"English","","General Note: Published by the National Salesmen's Training Association.","Selling","","","","","still image | text","Periodicals","b12378562","","TMA (Salesology)","","","","","","33911438","v. illus. 4to. fol.","","","Chicago",1,"http://digitalcollections.nypl.org/collections/f77e3cd0-c607-012f-821b-58d385a7bc34"
"f886ef20-c607-012f-8cb0-58d385a7bc34",28171,"La Mode illustreé","","",1860,1860,"","French","","Date/Sequential Designation Note: Monthly","French | Clothing & dress | Costumes | Dressmaking","","","","","still image | text","Periodicals","b15270058","","3-MMA+ (Mode illustreé)","","","","","","13140883","v. : ill., col. plates, fold. patterns ; 38 cm.","","MM. Firmin Didot frères, fils et cie","Paris",1,"http://digitalcollections.nypl.org/collections/f886ef20-c607-012f-8cb0-58d385a7bc34"
"fade5da0-c607-012f-6e69-58d385a7bc34",28174,"The life of Toussaint L'Ouverture : the Negro patriot of Hayti ; comprising an account of the struggle for liberty in the island, and a sketch of its history to the present period","","Beard, J. R. (John Relly) (1800-1876)","1853",1853,"","","","General Note: Added t.-p., illustrated.","Haiti | History","","Saint-Domingue | Hispaniola","","","text","","b11791940","","Sc Rare B-Toussaint Louverture","","","","","","","xi, 335 p., [6] p. of plates : ill., map ; 20 cm.","","Ingram, Cooke, and Co.","London",1,"http://digitalcollections.nypl.org/collections/fade5da0-c607-012f-6e69-58d385a7bc34"
"2e21da80-c608-012f-bfe9-58d385a7bc34",28218,"Billy Rose Theater Collection clipping file","","","","","","","","","","","","","","still image","Clippings","","","*T-CLP","","","","","","","","","","",44,"http://digitalcollections.nypl.org/collections/2e21da80-c608-012f-bfe9-58d385a7bc34"
"3a54f550-c608-012f-4693-58d385a7bc34",28229,"Castle, Vernon and Irene: Scrapbook.","","Castle, Irene, 1893-1969 | Castle, Vernon, 1887-1918","various dates","","","","","General Note: Newspaper clippings.","","Castle, Irene, 1893-1969 | Castle, Vernon, 1887-1918","","","","","","b12205625","","NAFR+ Robinson Locke Collection. Ser. 2","","","","","","","262 p. illus.","","","[v. p.]",1,"http://digitalcollections.nypl.org/collections/3a54f550-c608-012f-4693-58d385a7bc34"
"3e4ce460-c608-012f-fc06-58d385a7bc34",28231,"Aerial views of New York City, 1927-1939","","Aerial Explorations, Inc. | Airmap Corporation of America",1927,1927,1939,"","","","","","New York (N.Y.)","","","still image","Photographs","b10439847","","(S) IRGV 75-1684","","","","","","NYPG774699472-B","1 v. of photos. 22 x 29 cm.","","","Brooklyn",3,"http://digitalcollections.nypl.org/collections/3e4ce460-c608-012f-fc06-58d385a7bc34"
"52d342e0-c608-012f-b027-58d385a7bc34",28244,"Drawings - German, Austrian, Czech, Swiss","","","","","","","","","","","","","","still image","Drawings","","","MEKO","","","","","","","","","","",1,"http://digitalcollections.nypl.org/collections/52d342e0-c608-012f-b027-58d385a7bc34"
"606f2610-c608-012f-2c5c-58d385a7bc34",28251,"Koronatsīonnyia torzhestva: al'bom Sviashchennago Koronovanīia Ikh Imperatorskikh Velichestv Gosudaria Imperatora Nikolaia Aleksandrovicha i Gosudaryni Imperaritsy Aleksandry Ḟeodorovny","","I.N. Kushnerev i ko. | Nicholas II, Emperor of Russia, 1868-1918 | Alexandra, Empress, consort of Nicholas II, Emperor of Russia, 1872-1918","1896",1896,"","Russian","","General Note: ""Izdanīe gazety 'Novosti Dnia' i zhurnala 'Sem'ia.'""","Regalia (Insignia) | Foreign visitors","Nicholas II, Emperor of Russia, 1868-1918 | Alexandra, Empress, consort of Nicholas II, Emperor of Russia, 1872-1918","Russia","","","still image","Prints | Periodical illustrations","b15970800","","*QG+ (Koronatsionnyia torzhestva)","","","","","","56409345","168, iii p. : ill. ; 35 cm.","Photomechanical prints","Lit. tov. I.N. Kushnerev i Ko.","Moskva",3,"http://digitalcollections.nypl.org/collections/606f2610-c608-012f-2c5c-58d385a7bc34"
"6233fa80-c608-012f-305b-58d385a7bc34",28252,"Die Gesandschafft Ihro Käyserl. Majest. von Gross-Russland an den sinesischen Käyser: wie solche anno 1719. aus St. Petersburg nach der sinesischen Haupt- und Residentz-Stadt Pekin abgefertiget; bey dessen Erzehlung die Sitten und Gebräuche der Chineser, Mongalen und anderer Tartarischer Völcker zugleich beschrieben, und mit einigen Kupffer-Stücken vorgestellet werden","","Unverzagt, Georg Johann (fl. 1719-1725)","1725",1725,"","","","Citation/References Note: Die Gesandschafft Ihro Käyserl. Majest. von Gross-Russland an den sinesischen Käyser, : wie solche anno 1719. aus St. Petersburg nach der sinesischen Haupt- und Residentz-Stadt Pekin abgefertiget; bey dessen Erzehlung die Sitten und Gebräuche der Chineser, Mongalen und anderer Tartarischer Völcker zugleich beschrieben, und mit einigen Kupffer-Stücken vorgestellet werden,","Description and travel","","Russia | China","","","still image","Engravings | Books","b12493099","","BEL (Unverzagt, G. J. Gesandschafft Ihro Käyserl)","","","","","","20978059","[6], 168 p., [9] leaves of plates : ill. (folded engravings) ; 17 cm. (8vo)","","Bey Johann Christian Schmidt","Lübeck",3,"http://digitalcollections.nypl.org/collections/6233fa80-c608-012f-305b-58d385a7bc34"
"8b118760-c608-012f-14ba-58d385a7bc34",28277,"The Strand Magazine: an illustrated monthly","","",1891,1891,"","English","","General Note: Library has: v.1-118 (Jan. 1891-Mar. 1950)","","","","","","text | still image","Periodicals","b15098103","","*DA (Strand Magazine)","","","","","","47669317","v. 8vo.","","","London",1,"http://digitalcollections.nypl.org/collections/8b118760-c608-012f-14ba-58d385a7bc34"
"8e106df0-c608-012f-8934-58d385a7bc34",28279,"Elizabeth Barrett Browning collection of papers, 1764-[1973] bulk (1812-1883). [Microfilm]","","Browning, Elizabeth Barrett, 1806-1861",1764,1764,1973,"English","","General Note: Elizabeth Barrett Browning was an English poet and translator. Born on March 6, 1806, Barrett Browning became proficient in Greek, Latin, French, and other European languages. At the age of eleven she wrote a verse ""epic"" in four books of rhyming couplets, ""The Battle of Marathon,"" which was privately printed in 1820 at her father's expense. She went on to write such works as ""An essay on mind,"" ""Sonnets from the Portuguese,"" and ""Aurora Leigh."" In September of 1846, she secretly married the poet Robert Browning, and they moved to Italy, eventually settling in Florence, where she remained until her death in 1861.","","Browning, Elizabeth Barrett, 1806-1861","","","","text","Typescripts | Manuscripts","b15859245","","*Z-10338 [Microfilm]","","","","","","","609 items.","Manuscripts on microfilm","","",1,"http://digitalcollections.nypl.org/collections/8e106df0-c608-012f-8934-58d385a7bc34"
"99370350-c608-012f-875b-58d385a7bc34",28287,"Series of advertising cards issued by Arbuckle Bros. Coffee Company, each consisting of a map of a United States state or territory with related illustrations.","","Arbuckle Bros.","1889",1889,"","","","General Note: Advertisement for Arbuckle's Ariosa Coffee and list of cards in series, with text, on verso.","Advertising | Coffee","","United States","","","","","b15914941","","Map Div. 04-5169","","","","","","","50 maps on 50 cards : col. ; cards 8 x 13 cm.","","Arbuckle Bros. Coffee Company","New York",3,"http://digitalcollections.nypl.org/collections/99370350-c608-012f-875b-58d385a7bc34"
"9e036b80-c608-012f-02f0-58d385a7bc34",28290,"Kreuzigung : Spielgang Werk VII","Kreuzigung : Spielgang Werk VII","",1920,1920,1921,"","","General Note: Woodcut throughout.","","","","","","still image","Woodcuts","b11935194","","Spencer Coll. Ger. 1921 94-157","","","","","","NYPG94-B21788","lxxvii, [1] leaves : col. ill. ; 25 x 36 cm.","","Werkstatt der Kampfbühne","Hamburg",7,"http://digitalcollections.nypl.org/collections/9e036b80-c608-012f-02f0-58d385a7bc34"
"c45bac60-c608-012f-8de1-58d385a7bc34",28315,"The Play pictorial.","Play pictorial.","","1904-",1904,"","","","General Note: No. 28-446 called also v. 4-75.","","","","","","","","b15182478","","NCOA+ (Play Pictorial)","","","","","","","72 v. ; 26 cm.","","Greening & Co., Ltd.","London",2,"http://digitalcollections.nypl.org/collections/c45bac60-c608-012f-8de1-58d385a7bc34"
"c607aaf0-c608-012f-99cc-58d385a7bc34",28316,"Itinerario, Uoyage ofte Schipvaert, van Jan Huygen van Linschoten naer Oost ofte Portugaels Jndien...","","Claesz, Cornelis, ca. 1546-1609 | Linschoten, Jan Huygen van, 1563-1611","1596",1596,"","Dutch","","Biographical or Historical Data Note: Itinerario, Uoyage ofte Schipvaert, van Jan Huygen van Linschoten naer Oost ofte Portugaels Jndien, inhoudende een corte beschryvinghe der selver Landen ende Zee-custen ... Waer by ghevoecht zijn, niet alleen die Conterfeytsels vande habyten ... ende wesen, so vande Portugesen aldaer residerende, als vande ingeboornen Jndianen ... maer ooc een corte verhalinge vand de Coophandelingen ... Alles beschreven ende by een vergadert, door den selfden ...","Voyages and travels | Description and travel | Pilot guides","","America | Goa, Daman and Diu (India)","","","text","","b14375284","","*KB+ 1596 (Linschoten, J. H. van. Itinerario, Uoyage ofte Schipvaert)","","","","","","42833290","3 v. in 1. illus. (port.), 6 maps, 36 pl. (incl. plans.) 30.5 cm. (fol.)","","Cornelis Claesz","Amsterlredam [Amsterdam (Netherlands)]",1,"http://digitalcollections.nypl.org/collections/c607aaf0-c608-012f-99cc-58d385a7bc34"
"f7ddf6d0-c608-012f-02d6-58d385a7bc34",28358,"Miscellaneous Afro-Latin America Collection","","",1726,1726,1890,"Spanish","","General Note: The collection consists of a mix of official, private, and family papers from colonial Spanish American territories: Argentina, Cuba, Mexico, Peru, Puerto Rico and Venezuela. The documents are all from the eighteenth and nineteenth centuries, except for a chronology of the history of blacks in Uruguay from 1680-1990.\nIncluded in the official documents are a number of royal decrees concerning the commerce in Africans, the education, treatment and occupation of enslaved laborers, and the liberation of fugitives from the territories of imperial rivals. Other decrees include an 1810 Mexican prohibition against intermarriage between those of ""known nobility and pure blood and blacks, mulattos and other castes"" and an 1812 decree tackling the education of Spanish subjects of African origin in Mexico.\nSignificant in the collection's family papers are the Magan family legal documents which contain a history of an Argentinian family's slave holdings, and records matriarch Inez de Cabrera y Magan's dying wish to grant freedom to her enslaved woman, Josefa. In addition to the Magan family papers, there are a number of other private legal documents that deal with the sale and manumission of enslaved people.\nA 1778 population register of 28 Puerto Rican cities and an 1815 record of the free black population in Buenos Aires offer a demographic picture of colonial Spanish America as do a 1753 Venezuela plantation inventory, a 1775 Cuban population register and a series of handwritten reports regarding maroons in Cuba's Matanzas Province (1837-1838).","Blacks | History | Social conditions | Slavery | Slave trade | Slaves | Enslaved people","","Latin America | Haiti | Argentina | Cuba | Peru | Mexico | Venezuela | Uruguay | West Indies","","","text","correspondence | documents","b18401028","","Sc MG 418","","","","","","",".5 linear feet (2 boxes)","","","",3,"http://digitalcollections.nypl.org/collections/f7ddf6d0-c608-012f-02d6-58d385a7bc34"
"26fd6800-c609-012f-dc85-58d385a7bc34",28403,"Stoli︠t︡sa i usadʹba","","",1913,1913,1917,"Russian","","Source Note: Library has: no. 1-90","Art","","Russia","","","still image | text","Periodicals","b16008353","","Slav. Reserve (Stolitsa i usadba)","","","","","","6166273","90 no. in 4 v. illus. (part col.) plates. 35 cm.","","","Petrogradʺ [Saint Petersburg (Russia)]",8,"http://digitalcollections.nypl.org/collections/26fd6800-c609-012f-dc85-58d385a7bc34"
"8eaa7950-c609-012f-3927-58d385a7bc34",28459,"Rare Music Photograph Collection","","","","","","","","","","","","","","still image","Photographs","","","","","","","","","","","","","",9,"http://digitalcollections.nypl.org/collections/8eaa7950-c609-012f-3927-58d385a7bc34"
"3d8f81e0-c60a-012f-c863-58d385a7bc34",28567,"Pl︠i︡uvium: zakonnoe dit︠i︡a Vittovoĭ pl︠i︡aski","","Brevern, V. M.",1906,1906,1908,"Russian","","","Russia | History | Russian wit and humor | Satire, Russian","","","Revolution, 1905-1907","","text | still image","Periodicals","b16842017","","*QCA+++ (Pliuvium)","","","","","","227206840","ill. ; 46 cm.","","V.M. Brevern","S.-Peterburg",2,"http://digitalcollections.nypl.org/collections/3d8f81e0-c60a-012f-c863-58d385a7bc34"
"4d095040-c60a-012f-1795-58d385a7bc34",28575,"Interiors.","Contract interiors.","",1888,1888,2001,"","","Ownership and Custodial History Note: Gift of the DeWitt Wallace Endowment Fund, named in honor of the founder of Reader's Digest.","Interior decoration | Upholstery","","","","","","","b10549980","","MOFB+ (Interiors)","","","","","","NYPG794222667-S","v. ill. 29 cm.","","Billboard Publications [etc.]","New York",1,"http://digitalcollections.nypl.org/collections/4d095040-c60a-012f-1795-58d385a7bc34"
"50eddb70-c60a-012f-384f-58d385a7bc34",28577,"Richard Rodgers scrapbooks, 1916-1980.","","Rodgers, Richard (1902-1979)","","","","","","General Note: Items preserved in plastic sleeves, bound.","","","","","","","","b10943669","","JPH 85-5","","","","","","","58 v. : ill, music ; 44 cm. + index + supplement (2 v.)","","","",1,"http://digitalcollections.nypl.org/collections/50eddb70-c60a-012f-384f-58d385a7bc34"
"550b38e0-c60a-012f-72f9-58d385a7bc34",28579,"Three years travels from Moscow over-land to China: thro' Great Ustiga, Siriania, Permia, Sibiria, Daour, Great Tartary, &c. to Peking. Containing an exact and particular description of the extent and limits of those countries, and the customs of the barbarous inhabitants; with reference to their religion, government, marriages, daily imployments, habits, habitations, diet, death, funerals, &c. Written by His Excellency E. Ysbrants Ides ... Illustrated with a large map of the countries, drawn by the ambassador upon his journey, and many curious cuts. To which is annex'd an accurate description of China, done originally by a Chinese author: with several remarks by way of commentary, alluding to what our European authors have writ of that country. Printed in Dutch ... and now faithfully done into English.","","Ides, Evert Ysbrants","1706",1706,"","","","","","","Siberia (Russia) | China","","","still image","","b12492928","","BEL (Ides, E. Y. Three years travels from Moscow)","","","","","","","7 p.l., 210 p. 29 pl. (8 fold.) fold. map. 25 cm.","","W. Freeman [etc.]","London",4,"http://digitalcollections.nypl.org/collections/550b38e0-c60a-012f-72f9-58d385a7bc34"
"56bc0460-c60a-012f-1df0-58d385a7bc34",28580,"An account of the Rosetta stone : in three languages, which was brought to England ... in 1802.","","Society of Antiquaries of London","1810",1810,"","","","General Note: Text is bound with: *OBNA+++ (Account of the Rosetta stone)","","","","","","still image","Engravings","b14212833","","*OBNA+++ (Account of the Rosetta stone)","","","","","","23586301","[Text (p. 208-263) ; 30 cm.] : 4 plates ; 79 x 52 cm.","","[Society of Antiquaries]","[London]",4,"http://digitalcollections.nypl.org/collections/56bc0460-c60a-012f-1df0-58d385a7bc34"
"6180faa0-c60a-012f-18dc-58d385a7bc34",28587,"A narrative of the life of Rev. Noah Davis, a colored man, written by himself, at the age of fifty-four.","","Davis, Noah (1803 or 4-)","1859",1859,"","","","","","","","","","still image","","b11617110","","Sc Rare 326.92-D (Davis, N. Narrative of the life of Rev. Noah Davis","","","","","","NYPG92-B53218","82 p. front., port. 16 cm.","","J. F. Weishampel, Jr.","Baltimore",1,"http://digitalcollections.nypl.org/collections/6180faa0-c60a-012f-18dc-58d385a7bc34"
"6c33ffd0-c60a-012f-e2d6-58d385a7bc34",28594,"Our mutual friend. Proof sheets, with the author's ms. corrections","","Dickens, Charles, 1812-1870","1865",1865,"","English","Presentation copy, from the author to the illustrator Marcus Stone.","Citation/References Note: Our mutual friend : an annotated bibliography / Joel J. Brattin, Bert G. Hornback. (New York: Garland Pub., 1984), p. 6)","","","","","","text","Manuscript corrections (Publishing)","","","Berg Coll.","","","","","","","629 p.","","","",4,"http://digitalcollections.nypl.org/collections/6c33ffd0-c60a-012f-e2d6-58d385a7bc34"
"c23bfe30-c60a-012f-0882-58d385a7bc34",28646,"Circulars no. 1-4","","","1794",1794,"","","","Ownership and Custodial History Note: No acc.","","","","","","","","b14672009","","*KVB 1794 (American Agency, London. [Circulars])","","","","","","","4 broadsides. 42 x 25.5 cm.","","","London",3,"http://digitalcollections.nypl.org/collections/c23bfe30-c60a-012f-0882-58d385a7bc34"
"c5399040-c60a-012f-4b7b-58d385a7bc34",28648,"Vicar of Wakefield; Virgin of the Sun; Vortigern; Way of the World; Wreck Ashore ephemera, 1758-1906 : portfolio.","","Stead, Hiram | Congreve, William, 1670-1729 | Kotzebue, August von, 1761-1819",1758,1758,1906,"","","General Note: Prints, clippings, and playbills, collected by Hiram Stead,documenting productions of several plays.  Oliver Goldsmith's novel, The vicar of Wakefield, was adapted for the stage as a musical by James Sanderson and Thomas Dibdin, and as a non-musical play by Tom Taylor, and perhaps also by J. Stirling Coyne.  Without examining the material, it is unclear which is represented here.","","Congreve, William, 1670-1729 | Kotzebue, August von, 1761-1819","","","","","","b16432322","","8MWEZ + n.c. 918","","","","","","","1 portfolio.","","","",1,"http://digitalcollections.nypl.org/collections/c5399040-c60a-012f-4b7b-58d385a7bc34"
"ea24fee0-c60a-012f-e43a-58d385a7bc34",28666,"Chicagoan","","",1926,1926,1935,"English","","General Note: Monthly.","Periodicals","","Chicago (Ill.)","","","text","Periodicals","b15091903","","*DA+ (Chicagoan)","","","","","","10007232","15 v. : ill. ; 37 cm.","","Chicagoan Pub. Co.","Chicago",8,"http://digitalcollections.nypl.org/collections/ea24fee0-c60a-012f-e43a-58d385a7bc34"
"144d9240-c60b-012f-bec7-58d385a7bc34",28690,"William Frey papers","","Frey, William, 1839-1888",1860,1860,1888,"English | Russian","William Frey (1839-1888) was a Russian-American social reformer and positivist. Collection consists of correspondence, manuscripts of writings, diaries, and other papers, chiefly regarding Frey's work in founding a community in Cedar Vale, Kansas, and to his preaching of positivism. Includes correspondence with Russian liberals and revolutionists, American communists, and American and English positivists; tracts on positivism; and a biography in Russian of Auguste Comte.","Biographical or Historical Data Note: William Frey (1839-1888) was a Russian-American social reformer and positivist.","Russian Americans | Revolutionaries | Communists | Positivism","","Soviet Union | United States","","","text | still image","diaries | Correspondence | Documents","b12354234","","MssCol 1083","","","","","","","1 linear foot (2 boxes)","","","",2,"http://digitalcollections.nypl.org/collections/144d9240-c60b-012f-bec7-58d385a7bc34"
